participantID,condition,pid,condition,block_idx,trial_idx,tau_true,change_flag,s_t,x_t,click_x,rt_ms,repeated_click_flag,points_awarded,score_total_at_checkpoint,show_past_dots_flag,tutorial_phase
P19214,HD,P19214,HD,0,0,1,0,250.69801707286388,240.8607747779834,241.50000000000003,-0.30000001192092896,0,82,82,0,1
P19214,HD,P19214,HD,0,1,2,0,250.69801707286388,259.5280147243168,260.25,-0.10000002384185791,0,81,163,0,1
P19214,HD,P19214,HD,0,2,3,0,250.69801707286388,245.43917032227364,245.625,-0.19999998807907104,0,90,253,0,1
P19214,HD,P19214,HD,0,3,4,0,250.69801707286388,240.13553700171502,241.125,-0.09999999403953552,0,81,334,0,1
P19214,HD,P19214,HD,0,4,5,0,250.69801707286388,249.94971623205072,249.75,-0.19999998807907104,0,99,433,0,1
P19214,HD,P19214,HD,0,5,6,0,250.69801707286388,247.51975677850592,248.625,-0.19999998807907104,0,96,529,0,1
P19214,HD,P19214,HD,0,6,7,0,250.69801707286388,259.3157781445251,259.125,-0.09999999403953552,0,84,613,0,1
P19214,HD,P19214,HD,0,7,8,0,250.69801707286388,252.51248726732086,252.75,-0.20000001788139343,0,96,709,0,1
P19214,HD,P19214,HD,0,8,9,0,250.69801707286388,245.03861315812148,245.625,-0.10000002384185791,0,90,799,0,1
P19214,HD,P19214,HD,0,9,10,0,250.69801707286388,249.86545942375653,250.125,-0.30000001192092896,0,99,898,0,1
P19214,HD,P19214,HD,0,0,1,0,88.96872312761843,73.1712818692795,73.875,-0.10000002384185791,0,70,968,0,2
P19214,HD,P19214,HD,0,1,2,0,88.96872312761843,102.54957084051473,102.75000000000001,-0.09999999403953552,0,73,1041,0,2
P19214,HD,P19214,HD,0,2,3,0,88.96872312761843,85.61913337424618,85.875,-0.09999999403953552,0,94,1135,0,2
P19214,HD,P19214,HD,0,3,4,0,88.96872312761843,84.04799766900845,84.00000000000001,-0.09999999403953552,0,91,1226,0,2
P19214,HD,P19214,HD,0,4,5,0,88.96872312761843,77.41978733701723,88.5,-0.19999998807907104,0,100,1326,0,2
P19214,HD,P19214,HD,0,5,6,0,88.96872312761843,88.73111469046441,90,-0.19999998807907104,0,98,1424,0,2
P19214,HD,P19214,HD,0,6,7,0,88.96872312761843,79.39571709639473,86.25,0,0,95,1519,0,2
P19214,HD,P19214,HD,0,7,8,0,88.96872312761843,76.72287360568085,88.5,-0.20000001788139343,0,100,1619,0,2
P19214,HD,P19214,HD,0,8,9,0,88.96872312761843,78.88331163306216,88.5,-0.09999999403953552,1,100,1719,0,2
P19214,HD,P19214,HD,0,9,10,0,88.96872312761843,90.72502289127138,88.5,-0.09999999403953552,1,100,1819,0,2
P19214,HD,P19214,HD,0,0,1,0,3.0548567650839686,2.448510244256685,5.250000000000001,0,0,96,1915,0,3
P19214,HD,P19214,HD,0,1,2,0,3.0548567650839686,4.717933950389703,4.875,0,0,97,2012,0,3
P19214,HD,P19214,HD,0,2,3,0,3.0548567650839686,0,4.875,-0.09999999403953552,1,97,2109,0,3
P19214,HD,P19214,HD,0,3,4,0,3.0548567650839686,4.769317244107237,4.875,0,1,97,2206,0,3
P19214,HD,P19214,HD,0,4,5,0,3.0548567650839686,1.337242895067348,4.875,0,1,97,2303,0,3
