participantID,condition,pid,condition,block_idx,trial_idx,tau_true,change_flag,s_t,x_t,click_x,rt_ms,repeated_click_flag,points_awarded,score_total_at_checkpoint,show_past_dots_flag,tutorial_phase
P46095,HI,P46095,HI,0,0,0,1,0.09123906524232694,0.008857502279916218,118.35000228881836,-0.19999998807907104,0,0,0,0,1
P46095,HI,P46095,HI,0,1,1,0,0.09123906524232694,2.115702735661806,116.85000228881836,0,0,0,0,0,1
P46095,HI,P46095,HI,0,2,2,0,0.09123906524232694,0,179.85000228881833,0,0,0,0,0,1
P46095,HI,P46095,HI,0,3,3,0,0.09123906524232694,14.861276740108664,43.35000228881836,-0.09999999403953552,0,14,14,0,1
P46095,HI,P46095,HI,0,4,0,1,13.710031661884534,11.735021005116517,35.10000228881836,-0.30000001192092896,0,58,72,0,1
P46095,HI,P46095,HI,0,5,1,0,13.710031661884534,31.461180086127207,166.35000228881836,-0.09999999403953552,0,0,72,0,1
P46095,HI,P46095,HI,0,6,2,0,13.710031661884534,12.103412626420285,141.60000228881836,-0.09999999403953552,0,0,72,0,1
P46095,HI,P46095,HI,0,7,3,0,13.710031661884534,8.870112760884343,26.10000228881836,-0.10000002384185791,0,76,148,0,1
P46095,HI,P46095,HI,0,8,4,0,13.710031661884534,17.59342497480138,50.85000228881837,-0.09999999403953552,0,26,174,0,1
P46095,HI,P46095,HI,0,9,5,0,13.710031661884534,2.1370946587860065,26.10000228881836,-0.20000001788139343,0,76,250,0,1
P46095,HI,P46095,HI,0,0,1,0,255.80578402150422,238.18412322496667,255.60000228881836,-0.09999999403953552,0,100,350,0,2
P46095,HI,P46095,HI,0,1,2,0,255.80578402150422,251.08133333118445,255.60000228881836,-0.09999999403953552,1,100,450,0,2
P46095,HI,P46095,HI,0,2,3,0,255.80578402150422,270.31228191941085,256.35000228881836,-0.09999999403953552,0,99,549,0,2
P46095,HI,P46095,HI,0,3,0,1,268.80417692464226,269.7637511384901,256.35000228881836,-0.09999999403953552,1,76,625,0,2
P46095,HI,P46095,HI,0,4,1,0,268.80417692464226,272.2383043480072,269.10000228881836,-0.09999999403953552,0,100,725,0,2
P46095,HI,P46095,HI,0,5,2,0,268.80417692464226,260.16197323569105,269.47500228881836,0,0,99,824,0,2
P46095,HI,P46095,HI,0,6,3,0,268.80417692464226,275.1637273933789,269.47500228881836,-0.09999999403953552,1,99,923,0,2
P46095,HI,P46095,HI,0,7,4,0,268.80417692464226,273.99012294632473,268.35000228881836,-0.09999999403953552,0,100,1023,0,2
P46095,HI,P46095,HI,0,8,5,0,268.80417692464226,273.64242402458973,270.60000228881836,-0.10000002384185791,0,97,1120,0,2
P46095,HI,P46095,HI,0,9,6,0,268.80417692464226,274.9888854392434,269.10000228881836,-0.09999999403953552,0,100,1220,0,2
P46095,HI,P46095,HI,0,0,1,0,132.82149019651115,132.38131282633594,71.10000228881836,-0.09999999403953552,0,0,1220,0,3
P46095,HI,P46095,HI,0,1,2,0,132.82149019651115,133.03384164763136,132.97500228881836,-0.19999998807907104,0,100,1320,0,3
P46095,HI,P46095,HI,0,2,3,0,132.82149019651115,131.67139443234203,183.60000228881836,-0.09999999403953552,0,0,1320,0,3
P46095,HI,P46095,HI,0,3,4,0,132.82149019651115,135.64167595156326,237.97500228881836,0,0,0,1320,0,3
P46095,HI,P46095,HI,0,4,5,0,132.82149019651115,134.88649585359337,201.60000228881836,0,0,0,1320,0,3
P46095,HI,P46095,HI,0,5,6,0,132.82149019651115,131.28584907065073,66.60000228881836,0,0,0,1320,0,3
P46095,HI,P46095,HI,0,6,7,0,132.82149019651115,136.44357532040382,205.72500228881836,0,0,0,1320,0,3
P46095,HI,P46095,HI,0,7,8,0,132.82149019651115,127.69959206739512,134.10000228881836,-0.09999999403953552,0,98,1418,0,3
P46095,HI,P46095,HI,0,8,9,0,132.82149019651115,137.81248807107767,133.35000228881836,0,0,99,1517,0,3
P46095,HI,P46095,HI,0,9,10,0,132.82149019651115,133.1864723065945,133.72500228881836,-0.09999999403953552,0,99,1616,0,3
P46095,HI,P46095,HI,0,10,11,0,132.82149019651115,131.67523548804894,126.97500228881836,0,0,89,1705,0,3
P46095,HI,P46095,HI,0,11,12,0,132.82149019651115,136.71140371427649,132.22500228881836,0,0,99,1804,0,3
P46095,HI,P46095,HI,0,12,13,0,132.82149019651115,137.03155213075536,132.22500228881836,-0.10000002384185791,1,99,1903,0,3
P46095,HI,P46095,HI,0,13,14,0,132.82149019651115,133.10837155359263,132.60000228881836,0,0,100,2003,0,3
P46095,HI,P46095,HI,0,14,15,0,132.82149019651115,134.2344936722182,136.35000228881836,-0.10000002384185791,0,93,2096,0,3
P46095,HI,P46095,HI,0,0,1,0,276.08599711675197,279.50187417512404,276.60000228881836,0,0,99,2195,0,4
P46095,HI,P46095,HI,0,1,2,0,276.08599711675197,270.4780756531649,276.60000228881836,-0.09999999403953552,1,99,2294,0,4
P46095,HI,P46095,HI,0,2,3,0,276.08599711675197,277.26570320170043,277.35000228881836,-0.19999998807907104,0,98,2392,0,4
P46095,HI,P46095,HI,0,3,4,0,276.08599711675197,276.9079359961995,274.35000228881836,0,0,97,2489,0,4
P46095,HI,P46095,HI,0,4,5,0,276.08599711675197,270.3766358986174,273.22500228881836,-0.20000001788139343,0,95,2584,0,4
P46095,HI,P46095,HI,0,5,6,0,276.08599711675197,279.4530644878726,274.72500228881836,-0.10000002384185791,0,98,2682,0,4
P46095,HI,P46095,HI,0,6,7,0,276.08599711675197,274.7650585465772,274.72500228881836,0,1,98,2780,0,4
P46095,HI,P46095,HI,0,7,8,0,276.08599711675197,273.59712308332195,274.72500228881836,-0.09999999403953552,1,98,2878,0,4
P46095,HI,P46095,HI,0,8,9,0,276.08599711675197,274.9402303092568,274.72500228881836,-0.09999999403953552,1,98,2976,0,4
P46095,HI,P46095,HI,0,9,10,0,276.08599711675197,278.5734915451925,274.72500228881836,0,1,98,3074,0,4
P46095,HI,P46095,HI,0,10,0,1,277.2166835920722,282.82096185683486,274.72500228881836,-0.09999999403953552,1,96,3170,0,4
